"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib","plugin","pluginse","onestep","onestepse","plugin_adapt","pluginse_adapt","onestep_adapt","onestepse_adapt"
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.18583572380426,0.0566195416548086,4.06477375495755,1.78298555416252,2.23751969513368,0.0612139399773865,1.73125567908289,1.02842580302416
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.71707654460643,0.0864976942169107,0.132308146651712,2.03493476797387,1.78331431658802,0.0581269861975374,3.21195528990511,1.23127670716646
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.54898429005799,0.113491276255671,3.13037495832696,0.60647219224922,2.35836891086986,0.104264398066948,1.12241353959435,1.84711072439684
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.01410218773877,0.125073461691907,2.49312366776376,1.05265046396177,1.54239838959297,0.059858099601894,3.84359015009837,1.03269152925905
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.22143808080377,0.0865044207830583,2.77976013147393,0.88708000422525,1.71032567930873,0.0528039904017733,2.65222149890444,0.690169270593473
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.78876190939911,0.0994608662041619,2.95112974255203,0.616211756689035,2.35494267001653,0.128827520701735,3.55229854262367,1.0862459344667
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.04405045472753,0.103610927867463,2.88914037961067,0.701170052762806,2.3691986478528,0.100839930439586,2.46816147433535,1.05377665417903
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.43443895595724,0.115602817175063,1.88127834595335,1.07200071959185,1.53395723778283,0.0948255149664548,1.16593764133763,0.877200597904655
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.79141522891474,0.0734807797359182,1.44400480908364,0.979778550626153,1.63941011565671,0.059809313163402,1.81320883515883,0.920848190446606
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.74538488053978,0.083221506092907,3.22182234394585,0.921707724851629,1.98948589123689,0.0710382226779087,3.5729232561075,1.40330451842667
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.79937440573894,0.113816305122425,2.86681972087718,0.568532110832372,2.15650766603782,0.0731266255059602,2.40290525387406,1.57190002780121
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.13827850868168,0.101461420178599,4.61727370250083,2.32867445249052,1.96792040961147,0.0777704305260553,3.60294996214682,0.707108217249587
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.03303886524466,0.0526436755303407,1.92528262396896,1.05642604265356,2.36448951284568,0.061871884419862,3.14203891161375,1.41387799979163
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.2465385047815,0.0427528294913815,1.41306061422586,1.03557614848392,1.15727849845093,0.0360069523194867,2.57098263368778,1.44913482981952
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.30462820881845,0.0634854412628633,4.22950517156388,0.756638940909658,0.80659841721546,0.0220893470554076,1.88401031765372,0.938533310013714
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.0983602968246886,0.0215974463665791,-1.47028076546977,1.20030086531905,3.21352582460247,0.0632580494578557,3.19492020565768,1.755295218815
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.04429956747146,0.0483747478455755,1.75112212556629,0.736114395591813,2.1776260366142,0.0641038364814663,1.59920794615559,1.45537697341685
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.21203853538045,0.0568265694607649,5.36662112999352,0.54832022227233,1.5535282410169,0.0332278646125993,3.02124902639958,0.71123477395368
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.77836315904442,0.0508198367529585,2.27588123952641,1.36846707713026,1.63094126866869,0.0523532350497447,4.10423629782692,0.995741149481134
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.71601509813801,0.06738044361826,2.20572279318058,0.615731280447773,2.52038812251913,0.0848488145246113,3.59517908119067,0.819965790229191
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.83588044643224,0.0395012498427296,2.37542351583562,0.462484768579147,2.32010583679605,0.0510578137495087,1.91045244372185,0.852322025045751
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.76280456173854,0.0292223343318728,1.57996003043435,1.06603548195168,1.30487594504297,0.0239987722206435,1.77408594879274,0.971799474677372
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.03142005686894,0.0575898616958226,3.54873892793714,0.491868566158587,2.00522932117393,0.0463500463639356,3.33743118659135,0.699246117922564
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.78411372552935,0.0616673568791259,3.14874058081794,0.671274989306087,2.57676764423584,0.0475139459717831,3.17975377369764,0.698459564839997
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.06932198999789,0.053228404397299,3.7723933555697,0.785073619376261,1.74215203319232,0.0458106369652136,2.39850683454497,0.596095795809314
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.31992963482031,0.0542465610075924,1.62538186482959,0.970256194809879,1.75963412478313,0.0442458193197881,1.86381206869346,1.07235706707717
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.44971643302181,0.0438705480306941,2.60450919372525,0.784074186092206,1.73278408912265,0.0360858866957843,2.6483296883446,0.604716462342963
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.84634197391098,0.060524425508727,2.1968887321367,0.976435796138119,2.17622119362753,0.0699769459063732,2.28182624183918,0.738725576326092
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.04201971246723,0.0557746169244929,3.0452256267596,0.795354865148627,1.98768547406501,0.0608628984036469,2.00670647664083,1.02563720490979
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.62968880742734,0.0734911650313035,1.30829253721149,0.716113287885557,2.55126761592578,0.0964595320465439,2.4110273370658,1.38578303273668
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.03444011842246,0.0563069173293204,2.67956238258758,0.571568820207589,2.03508692042795,0.0372936768662404,2.30943308477833,0.587919831906842
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.43192854650407,0.0464302580220781,2.49015741437722,0.70023349549818,2.53450082131335,0.054516442152672,3.41958603245123,0.648833706582861
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.80563604174337,0.0564583798547905,1.45824822069169,0.774659912450863,2.36245357737092,0.0516265031079732,2.98099650956579,0.55893606290438
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.55148617138984,0.0590413694236673,1.42916890383485,0.598963362871215,2.01550228824383,0.0394850003725645,2.507705389717,0.686967196237089
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.99024755005841,0.0473258357952521,2.76983359616152,0.469243540059174,2.05565984274328,0.0352986588911471,2.28825442348913,0.537639567631118
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.44354458051786,0.0547188318900892,-1.11071543433253,3.35266209980296,2.10043993974636,0.0520640049987537,1.27124980725176,1.21237753997068
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.50208164412615,0.0462790023646779,2.7264324749306,0.558725850480803,2.00569020232305,0.046176766560627,2.48028927664184,0.686422604869841
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.55919075455098,0.272104087348293,2.16913527546315,2.41950322348346,1.06256047294359,0.0909558661564292,1.96241051146799,1.29370198558797
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.65296852628178,0.163894712719131,2.94871295898454,2.56295967704262,-0.232591232277131,0.1743209553995,-0.577412048849738,1.30303585486003
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",-0.24345435956937,0.0533329297050567,-3.29590848698696,2.37201163973715,1.31022423981052,0.106582098279757,0.983630715559973,2.03965229090258
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.158686471669159,0.0614195626609188,1.23114412580827,1.92075603697496,1.72183445126113,0.0922738835889905,2.49099114798792,4.11791320001117
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.0801998034137266,0.0614212203678309,0.565319294093511,1.07420224030734,1.20621174926534,0.0734121526422554,-1.12853172212707,3.16648976639307
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.05494255214503,0.119009054858626,3.22245581786221,0.835593452272698,3.94293082287861,0.139992360209746,5.45990616321293,2.48227770808055
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.81244104754485,0.190652702596936,4.16039453322576,1.82859194185291,1.42616272169213,0.144884075652487,5.26377314389951,1.39182455817722
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.90363991557723,0.151561761982399,5.59579149818101,1.78230460712787,2.63576944208748,0.123251669710763,-0.355449059372961,2.56208457047541
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.1798803082821,0.108447635306395,-0.667413277144812,4.44914871315367,1.85091665458272,0.0923491699888213,3.7730528604548,1.53676721059051
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.97994341733397,0.195624715820043,3.21708901867878,0.900395710068058,0.138524370984384,0.159130951104445,0.654743657040078,2.94184498295103
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.85212397044966,0.25038318746685,2.24188179639756,3.6651933006798,2.36959970662359,0.223606837924083,6.64945625571226,2.06115216145691
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.84716279183737,0.152952159244055,1.49185974758075,1.40957185018381,2.63663289978089,0.14362602529816,2.29594122425501,2.81783658049904
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.89589365635197,0.134113097912765,5.87672704804462,3.97568845962147,2.44946624638261,0.0866545357215026,2.79269074650468,1.15368338975508
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.39623122095477,0.15328754957631,2.03226654015226,1.85056867284842,1.74325205561808,0.13396604714677,-0.140216650747942,1.7150236130901
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.53038068911112,0.223139128418698,4.7956586413083,0.697048392486693,2.70439970986074,0.155475266249271,4.97457382947962,1.25483841906741
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.0640141562494,0.157343103411422,4.10961557242628,1.27652636673269,2.93314172186456,0.108511164533421,2.92727445556483,1.37719746988414
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.07510119759049,0.179941647497556,2.09930997435119,1.15419931733881,0.995340777107585,0.134798902064128,2.65479762190298,1.21277490499898
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.29433626502456,0.112621897484454,3.226567028027,1.22829030178293,1.73720892119973,0.133884824415575,-1.06368269709851,1.89412338890034
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.10705286114577,0.0848556460917886,1.76876219020892,0.723035506054828,3.29068578402017,0.119894472165144,3.14972962719468,1.12559309266153
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.20969785377977,0.234835166221038,2.28694012825332,0.945343777356471,3.09068191021775,0.252282652621265,4.67983748451766,1.86755007796129
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.14983530915192,0.171415751415553,6.00563133060197,1.94591016944067,2.34500072259873,0.13909018978504,2.99075066364294,1.06441666184482
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.42388999368859,0.13302671007637,0.60421734986353,0.855573026930942,1.00007392440229,0.105315585822751,-0.0574027251044085,1.82141071229928
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.4444371279732,0.117732138605363,3.64694941618355,0.916494133978424,2.92311385630457,0.113546603832214,4.36904389359061,1.17929804280594
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.46959797887439,0.223460888349752,1.55371145253865,1.19924070614436,2.87409223221312,0.190957774211978,5.6287030316214,2.05396715797677
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.72048767849501,0.181959918186891,2.87555792967685,0.755515849999583,2.66336312595761,0.110165802410944,3.78532894678261,1.40009769357236
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.85327710464224,0.0833036403393457,6.92624436756182,1.8406945538302,2.51642058151569,0.0834022319217066,0.317785669127577,3.38428592732909
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.85807542931851,0.058354422108937,2.82404134292974,1.64078685155211,1.43686801676781,0.0567074316779933,2.88770982723085,1.96750387344605
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.39556642527946,0.0518501109449518,0.41976369619365,1.29566320488363,2.3857013164844,0.0839450691599947,1.57060034707747,1.61561879862875
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.66161460215369,0.063831149545353,-0.178699320811066,2.11492062786189,1.05496588901383,0.038081101849937,2.49271251332072,1.078381925735
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.98055037184052,0.0468167659635278,-0.12750601296725,1.81952696212439,1.79703184133624,0.0602210647382067,3.01868066802385,1.82706248283155
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.82799842170872,0.0759554048949308,4.17240462248935,2.75802196064901,2.42786274082827,0.0632334502021982,2.75420903740245,1.16816939409916
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.90440820740807,0.0924258376762421,0.131137495888758,1.63957781991875,1.35111448047893,0.0400308428005864,1.00977490179702,1.39897040327808
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.31890050711224,0.0816855204526018,1.90288038415514,0.633353271338635,2.25694721361743,0.0824486702600516,1.88985559025692,1.33596891739562
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.0607058665146,0.0695988262902777,3.48929292440362,2.08967583481731,2.00793073623379,0.0513294230057875,3.74652648857218,0.98019853286777
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.78979582065491,0.0994973034737405,4.4378762136059,0.778729631027904,2.8957050963476,0.097177075022638,3.23155632937509,1.05245913917727
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.14536049987427,0.0833899811094159,4.4965804020036,1.18550405761086,2.07715155768375,0.09978740506547,1.08713623552498,1.18731667219352
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.96608726520513,0.0852733391074766,1.90252804422063,1.5220641728188,2.17556203913217,0.0791768461622699,4.72624245971421,1.12455659220672
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.01266465933766,0.04611219370311,2.92740817818405,1.06769933311624,1.63362203230013,0.0486535874105428,1.85303556146476,0.807322560914847
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.4887698586699,0.0956572372470423,4.06309771475844,0.437113652141083,2.22306408235133,0.0857689177290422,3.50939889952425,0.667462685471113
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.17882909029087,0.0846593949681724,2.94717345539221,0.849437222064246,2.03967629089256,0.0908292000109386,4.3576193639209,1.71311753492654
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.96421401212393,0.0812073710489234,2.10485019391736,1.78824965584815,2.2818022579287,0.0658067436613926,2.87088061533434,0.899381893095715
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.62139142464269,0.0865885818001481,4.02710696564539,1.27041989243729,3.0725702670029,0.0802960926809436,3.69834654494328,0.835417069723826
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.43392072779287,0.0769115729390635,2.09291453832536,0.952517430116559,1.56228175944968,0.0659432927301313,3.51103611105873,1.1021857407995
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.67535272122615,0.0594568098798926,2.29260987750977,0.645327457962224,2.14523820846704,0.0650209941961195,2.51533938719672,0.877802061009216
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.39514851328485,0.0565070455759478,4.16353299334394,1.88969230297323,1.72890738272848,0.052210617022225,3.08163236901426,0.750008067618406
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.33257022763275,0.0865188348264272,2.16573548189384,1.06686782921009,1.4782705967346,0.0460668405456297,1.94698699491633,0.826136383214862
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.40760874937672,0.0733623279782848,2.37513680053426,0.822815753624316,2.18181188622464,0.0555187803956735,2.90178605797323,0.776340767693923
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.63758104359366,0.0828338952859232,2.38698229337309,0.707855607253436,2.43931437781608,0.0766915485540413,2.26403698281019,0.850446827083051
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.23122848505022,0.0702018430609557,2.02819436637362,0.605673367815913,2.09787640182041,0.0632724596882259,2.59066799346786,0.893030203583895
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.85290151040561,0.0468380616083286,1.84207047638722,0.768547814159611,1.73374729527425,0.0455750500344918,2.26510057865081,0.749549209150942
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.82613974888562,0.0615380727899046,4.96422084839504,1.19365973756771,2.15569202511818,0.0365029522534902,3.47121706673128,0.845409982158621
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.52230834632945,0.0371837198551699,3.5465743714027,0.609860699839329,2.19324253256767,0.0340414548658626,3.55291072655,0.951743158340348
